op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,dep_delay,taxi_out,taxi_in,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,fl_year,fl_month,fl_day,fl_dayofweek,is_weekend,season,crs_dep_hour,crs_dep_min,dep_hour,dep_min,wheels_off_hour,wheels_off_min,wheels_on_hour,wheels_on_min,crs_arr_hour,crs_arr_min,arr_hour,arr_min
11,6193.0,73,62,42,5,268,42,-0.3353926237695985,0.42243344806794403,-0.6241875981275594,-0.2777711834062849,0,0,-1.3480621995237603,-1.316720828724331,-1.3509575470451256,-1.252818366200741,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,14,5,1,2,9,5,9,0,9,22,9,42,9,54,9,46
11,5307.0,72,65,5,161,167,42,-0.4286207884759256,1.549054190355944,-0.3413732044523784,-0.09823628343428417,0,0,-0.48378301120024086,-0.24296440745146367,-0.43017495338325007,-0.45930669933016544,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,16,6,1,1,19,0,18,50,19,23,21,48,21,52,21,54
1,1339.0,193,50,11,92,130,24,-0.3167469908283331,-0.6017672267393286,-0.7655947949651499,-0.5470735333642861,0,0,0.9704010199472679,0.7894936899262934,0.972247766194068,0.8615386702075648,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,3,3,0,0,8,13,8,9,8,21,10,25,10,51,10,28
12,1269.0,193,50,11,135,123,7,-0.3167469908283331,0.012753178145034964,-0.48278040128996896,-0.5111665533698859,0,0,-0.0036279065760634263,-0.16036775966124311,-0.11852546014384602,0.044589949885115686,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,30,1,0,1,19,48,19,44,20,2,22,49,23,15,22,54
4,2247.0,251,219,45,196,51,11,-0.11164502847441339,-0.0896668893356923,1.3555131575987078,0.00948465654891628,0,0,0.586276936247926,0.6793648262059994,0.5756029566166447,0.6907829950582004,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,27,5,1,2,8,30,8,37,8,54,12,30,12,40,12,48
4,1079.0,253,216,4,251,224,45,-0.3167469908283331,-0.49934715925860135,-0.6241875981275594,-0.40344561338668544,0,0,-0.6484076184999589,-0.7247781862277504,-0.6143314721156251,-0.5112030319735997,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,18,6,1,3,5,30,5,26,5,39,7,51,8,10,7,55
1,1.0,138,176,30,145,154,4,0.44772395976354945,0.012753178145034964,1.3555131575987078,0.4942288864733183,0,0,3.2614268048683432,3.3224575554930573,3.2812871933769254,2.741525172097135,0.8917571674697381,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,5,0,0,3,7,0,7,37,7,55,10,42,10,25,11,0
11,3988.0,240,148,15,78,72,20,-0.39132952259339476,-0.2945070242971468,-0.0585588107771974,-0.295724673403485,0,0,-0.9502193985494418,-0.8899714818081914,-0.869317421129683,-0.8895440376967012,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,3,2,0,2,10,27,10,19,10,34,11,28,11,45,11,36
11,5676.0,243,223,4,99,245,48,-0.39132952259339476,0.11517324562576223,-0.48278040128996896,-0.5111665533698859,0,0,-0.2094086657007109,-0.31179494727664747,-0.2885160928198846,-0.17471390741455817,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,16,4,0,2,13,40,13,32,13,51,15,26,15,52,15,31
1,2045.0,243,223,4,174,166,7,-0.3353926237695985,0.7296936505101258,0.9312915670859362,-0.33163165339788514,0,0,2.68524067931933,2.6892165891013664,2.5729928905600983,2.9256734492189986,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,27,0,0,1,13,7,13,2,13,27,21,24,21,50,21,39
8,3669.0,136,120,22,72,65,42,-0.3167469908283331,-0.8066073617007832,1.0726987639235268,-0.34958514339508523,0,0,-0.6346889012249823,-0.6697137543676033,-0.6851609023973079,-0.7187883625473368,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,13,5,1,2,8,54,8,50,9,0,10,7,10,35,10,23
12,1923.0,72,65,5,47,34,24,-0.39132952259339476,-0.2945070242971468,-0.6241875981275594,-0.3854921233894854,0,0,-0.6072514666750294,-0.6146493225074562,-0.5293361557776058,-0.5245956339460989,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,21,0,0,0,13,40,13,32,13,47,15,5,15,23,15,9
12,2221.0,232,222,4,125,269,47,-0.3540382567108639,0.42243344806794403,0.36566277973557415,-0.17005024342308447,0,0,1.9581486637455758,2.0972739466047856,2.0630209925319822,2.369880467360283,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,23,3,0,1,8,25,8,19,8,41,16,2,16,15,16,13
10,5075.0,55,46,31,68,66,33,0.8019909856475925,0.6272735830293985,-0.3413732044523784,0.6199033164537189,0,0,-0.6209701839500058,-0.7385442941927871,-0.8126538769043368,-0.7824032219167079,-0.14611797876824387,0.6215776216996288,-0.19327922029058656,-0.023245306255910498,0.8319184209318772,2024,12,29,6,1,0,18,22,19,18,19,42,20,40,20,4,20,46
12,456.0,72,65,5,174,166,7,-0.29810135788706765,-0.19208695681641957,1.7797347481114794,-0.17005024342308447,0,0,1.2173379308968448,1.3126057925976904,1.1989019430954528,1.45918353323034,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,2,1,0,3,13,55,13,52,14,8,19,28,19,51,19,49
3,301.0,41,37,30,136,183,30,0.00022876917317917288,-0.19208695681641957,-0.6241875981275594,-0.1520967534258844,0,0,-0.7993135085247003,-0.917503697738265,-0.8551515350733465,-0.8979144139295131,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,9,0,0,0,19,42,19,55,20,11,21,6,21,11,21,10
12,1891.0,125,266,47,86,184,28,-0.14893629435694425,-0.19208695681641957,0.36566277973557415,-0.06232930343988402,0,0,-1.0050942676493477,-0.9450359136683385,-0.9826445095803754,-1.0469071108735664,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,29,1,0,0,6,0,6,5,6,21,7,7,7,14,7,18
0,5097.0,138,176,30,222,211,31,0.5782433903524075,0.2175933131064895,-0.19996600761478792,0.4403684164817181,0,0,-0.5249391630251703,-0.6146493225074562,-0.6426632442282982,-0.6869809328626513,0.8027964406493396,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,16,0,0,2,7,50,8,34,8,54,10,4,9,39,10,11
9,3066.0,16,15,8,164,191,7,-0.2421644590632714,-0.9090274291815105,-0.0585588107771974,-0.3675386333922853,0,0,-0.7307199221498178,-0.8349070499480444,-0.7276585605663175,-0.7254846635335863,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,25,3,0,3,6,40,6,40,6,49,7,53,8,14,8,1
13,3840.0,202,193,2,33,181,41,0.2799132632921606,-0.6017672267393286,-0.48278040128996896,0.08129861653771658,0,0,0.723464108997691,0.5830020704507419,0.7314277032363468,1.023923969124117,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,2,0,0,2,17,20,17,48,18,0,22,47,22,40,22,52
9,1857.0,162,128,23,164,191,7,-0.3167469908283331,-0.8066073617007832,-0.19996600761478792,-0.4573060833782857,0,0,0.28446515619844304,0.17001883149963914,0.30645112154625037,0.392797601170094,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,6,6,1,0,19,49,19,45,19,55,23,12,23,37,23,19
9,968.0,16,15,8,78,72,20,0.5036608585873458,-0.7041872942200559,0.08284838606039312,0.2249265365153172,0,0,-0.45634557665028785,-0.6559476464025665,-0.5859997000029521,-0.4074103666867312,-0.14611797876824387,1.186548656781867,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,9,1,0,3,10,4,10,44,10,55,12,9,11,58,12,18
9,2518.0,145,139,26,248,229,4,-0.3353926237695985,0.42243344806794403,-0.7655947949651499,-0.295724673403485,0,0,-0.7993135085247003,-0.7798426180878973,-0.7843221047916638,-0.7556180179717095,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,24,2,0,1,7,13,7,8,7,30,8,30,8,42,8,33
11,3756.0,251,219,45,221,26,35,-0.2421644590632714,-0.0896668893356923,-0.7655947949651499,-0.24186420341188478,0,0,-0.5798140321250763,-0.5871171065773827,-0.5151702697212693,-0.5229215586995365,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,17,3,0,0,22,59,22,59,23,16,23,35,23,44,23,38
7,145.0,189,125,9,119,115,9,-0.3353926237695985,-0.9090274291815105,-0.3413732044523784,-0.25981769340908484,0,0,-1.4715306549985487,-1.4268496924446252,-1.3084598888761159,-1.2344035384885548,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,24,3,0,0,8,0,7,55,8,4,8,27,8,40,8,33
1,1422.0,73,62,42,52,45,39,1.4172968727093516,0.012753178145034964,-0.6241875981275594,1.4457638563249224,0,0,0.06496567979881906,0.12872050760452886,0.193124033095558,0.25050120521229036,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,2.7448305558855317,2024,7,16,1,0,2,20,43,22,12,22,30,1,39,0,15,1,43
10,5143.0,164,104,36,56,48,31,-0.44726642141719103,-0.19208695681641957,-0.19996600761478792,-0.4573060833782857,0,0,-0.6758450530499118,-0.6972459702976768,-0.6709950163409714,-0.7104179863145248,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,1,3,0,2,20,12,20,1,20,17,21,25,21,50,21,32
1,461.0,163,184,7,56,48,31,0.31720452917469144,-0.49934715925860135,-0.48278040128996896,0.24288002651251728,0,0,-0.48378301120024086,-0.5320526747172356,-0.43017495338325007,-0.6183438477535931,0.4766071089745453,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,9,1,0,3,6,12,6,42,6,55,8,20,8,4,8,25
2,1295.0,199,199,35,244,228,4,0.298558896233426,-0.19208695681641957,-0.6241875981275594,0.4762753964761183,0,0,-0.5798140321250763,-0.43568991896197834,-0.3593455231015673,-0.4810696775354766,-0.14611797876824387,-0.06894253228977358,1.9516179763731896,-0.023245306255910498,-0.20843730158677687,2024,5,28,1,0,1,19,50,20,19,20,35,22,5,21,35,22,9
4,661.0,254,228,4,15,14,8,-0.3167469908283331,-0.9090274291815105,-0.6241875981275594,-0.8522828633166873,0,0,1.3819625381965628,0.9684530934717713,1.1847360570391163,1.810739335008443,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,31,1,0,0,12,50,12,46,12,55,19,14,19,58,19,18
12,1015.0,76,71,5,71,70,5,-0.37268388965212934,-0.49934715925860135,0.08284838606039312,-0.47525957337548574,0,0,-0.8679070948995828,-0.9588020216333752,-0.9259809653550292,-0.9816181762576329,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,30,1,0,2,7,0,6,53,7,6,7,56,8,24,8,5
1,668.0,163,184,7,72,65,42,-0.3353926237695985,0.2175933131064895,0.9312915670859362,-0.25981769340908484,0,0,0.558839501697973,0.6105342863808155,0.5047735263349621,0.24715305471916557,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,26,3,0,0,6,46,6,41,7,1,8,32,8,54,8,47
14,3618.0,193,50,11,257,249,23,-0.39132952259339476,1.0369538529523077,-0.3413732044523784,-0.09823628343428417,0,0,-0.8404696603496298,-0.628415430472493,-0.7559903326789906,-0.9698996495316962,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,28,6,1,1,12,57,12,49,13,17,14,19,14,23,14,25
14,3492.0,264,252,30,86,184,28,-0.5591402190647836,4.724076282258489,-0.48278040128996896,-0.06232930343988402,0,0,-0.7718760739747473,-0.4081577030319048,-1.025142167749385,-1.0753663900651271,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,22,4,0,0,12,30,12,13,13,17,14,0,14,1,14,5
4,1454.0,258,246,23,185,169,21,-0.39132952259339476,-0.49934715925860135,-0.48278040128996896,-0.5111665533698859,0,0,-0.6758450530499118,-0.7798426180878973,-0.6851609023973079,-0.651825352684841,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,7,1,0,1,17,37,17,29,17,42,18,49,19,15,18,54
13,269.0,42,38,4,143,143,26,-0.3167469908283331,0.5248535155486713,-0.3413732044523784,-0.25981769340908484,0,0,-0.9913755503743713,-0.9588020216333752,-1.025142167749385,-1.02849228316138,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,31,3,0,0,14,10,14,6,14,29,15,12,15,25,15,18
0,5225.0,16,15,8,10,16,8,-0.3540382567108639,1.3442140553944895,-0.7655947949651499,-0.09823628343428417,0,0,-1.1971563094990187,-1.0138664534935222,-1.1526351422564138,-1.1624183028863717,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,28,3,0,3,11,10,11,4,11,35,12,9,12,10,12,12
13,193.0,93,84,7,46,19,18,-0.27945572494580223,-0.7041872942200559,-0.6241875981275594,-0.4393525933810856,0,0,0.03752824524886607,-0.09153721983605931,0.06563105858852909,0.14670853992542182,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,1,0,0,3,5,40,5,38,5,49,7,49,8,10,7,53
10,5394.0,69,63,33,56,48,31,-0.46591205435845645,-0.19208695681641957,1.0726987639235268,-0.5829805133586862,0,0,-0.5798140321250763,-0.68347986233264,-0.7843221047916638,-0.7824032219167079,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,3,0,0,1,8,40,8,28,8,44,9,44,10,25,10,0
1,2661.0,192,183,4,205,199,2,-0.4099751555346602,0.32001338058721673,0.9312915670859362,0.00948465654891628,0,0,-1.0050942676493477,-0.6972459702976768,-0.8551515350733465,-0.8577366080120157,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,30,1,0,1,15,55,15,46,16,7,17,2,17,9,17,17
10,5529.0,55,46,31,134,122,22,-0.39132952259339476,1.1393739204330349,-0.0585588107771974,-0.42139910338388553,0,0,-0.3054396866255464,-0.339327163206721,-0.5010043836649328,-0.4609807745767278,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,16,2,0,0,17,16,17,8,17,37,17,57,18,21,18,5
11,5741.0,34,174,41,196,51,11,-0.3353926237695985,-0.6017672267393286,2.0625491417866604,-0.20595722341748463,0,0,-0.47006429392526433,-0.3806254871018313,-0.5151702697212693,-0.7171142873007744,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,1,6,1,0,8,0,7,55,8,7,9,26,9,53,9,49
11,5319.0,99,242,48,244,228,4,-0.39132952259339476,-0.7041872942200559,-0.3413732044523784,-0.9779572932970879,0,0,0.05124696252384257,-0.4081577030319048,-0.2885160928198846,-0.17471390741455817,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,1,0,0,1,5,28,5,20,5,31,7,6,7,59,7,12
13,4237.0,145,139,26,242,241,48,-0.20487319318074051,-0.0896668893356923,0.36566277973557415,-0.295724673403485,0,0,0.31190259074839605,0.23884937132482295,0.2214558052082311,0.04961217562480287,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,8,4,0,0,9,35,9,37,9,54,12,5,12,25,12,16
1,397.0,138,176,30,56,48,31,0.09345693387950631,1.8563143927981258,3.052399519649794,0.5480893564649185,0,0,-0.3054396866255464,0.046123859814308305,-0.5151702697212693,-0.49613635475453816,0.3876463821541468,-0.06894253228977358,1.0684250130410464,-0.023245306255910498,-0.20843730158677687,2024,8,26,0,0,2,14,35,14,53,15,29,16,48,16,40,17,18
0,5345.0,69,63,33,15,14,8,0.8952191503539196,-0.2945070242971468,-0.19996600761478792,0.5660428464621187,0,0,-0.41518942482535837,-0.6421815384375298,-0.6001655860592886,-0.6786105566298393,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,1.1003973170657235,2024,12,23,0,0,0,19,37,20,38,20,53,22,6,21,34,22,13
12,1793.0,193,50,11,194,189,25,-0.27945572494580223,-0.19208695681641957,-0.7655947949651499,-0.40344561338668544,0,0,-0.6758450530499118,-0.7798426180878973,-0.6993267884536445,-0.7053957605748377,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,18,2,0,0,8,45,8,43,8,59,10,5,10,23,10,8
14,5660.0,154,176,30,219,204,17,-0.018416863768086253,0.8321137179908531,-0.6241875981275594,-0.17005024342308447,0,0,-0.7307199221498178,-0.8486731579130812,-0.9259809653550292,-0.9514848218195098,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,25,3,0,1,9,55,10,7,10,33,11,23,11,29,11,27
1,818.0,193,50,11,174,166,7,0.35449579505722234,-0.2945070242971468,-0.0585588107771974,0.3506009664957177,0,0,0.5725582189729495,0.5830020704507419,0.6464323868983275,0.6020570069903934,-0.05715725194784542,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.5969993868147617,2024,3,25,0,0,3,15,40,16,12,16,27,20,8,19,49,20,16
13,2158.0,192,183,4,248,229,4,-0.29810135788706765,-0.9090274291815105,-0.6241875981275594,-0.295724673403485,0,0,-0.9913755503743713,-1.0001003455284856,-0.8409856490170099,-0.8443440060395164,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,6,5,1,1,12,35,12,32,12,41,13,37,13,50,13,41
12,1966.0,18,18,42,126,116,42,-0.4286207884759256,-0.6017672267393286,-0.48278040128996896,-0.5111665533698859,0,0,-1.2520311785989247,-1.330486936689368,-1.2376304585944333,-1.1674405286260587,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,3,3,0,0,5,15,5,5,5,17,5,45,6,11,5,50
11,6289.0,202,193,2,216,192,4,-0.3353926237695985,1.1393739204330349,-0.3413732044523784,-0.1520967534258844,0,0,-0.9913755503743713,-0.8624392658781179,-1.0109762816930485,-0.9648774237920089,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,2,1,0,2,10,20,10,15,10,44,11,28,11,35,11,34
10,5170.0,70,266,47,18,12,31,-0.3540382567108639,1.1393739204330349,-0.7655947949651499,-0.06232930343988402,0,0,-0.7444386394247943,-0.5320526747172356,-0.6284973581719617,-0.7589661684648343,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,6,5,1,3,14,47,14,41,15,10,16,21,16,20,16,24
11,3738.0,125,266,47,78,72,20,3.785292256250061,-1.0114474966622378,-0.3413732044523784,3.456554736011331,0,0,-0.7855947912497238,-0.9312698057033018,-0.7843221047916638,-0.7606402437113967,5.784597142591654,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,27,5,1,2,6,10,9,46,9,54,10,54,7,40,11,0
1,2131.0,138,176,30,174,166,7,-0.37268388965212934,0.7296936505101258,-0.19996600761478792,-0.6188874933530863,0,0,0.668589239897785,0.4728732067304479,0.4056123239406062,0.4212568803616547,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,20,4,0,2,7,6,6,59,7,24,9,48,10,22,9,55
4,2147.0,16,15,8,217,208,38,-0.018416863768086253,-0.3969270917778741,-0.48278040128996896,-0.044375813442683945,0,0,-0.04478405840099292,-0.06400500390598579,0.037299286475856,0.10987888450104911,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,8,5,1,1,9,29,9,41,9,55,11,53,11,53,11,58
13,1826.0,258,246,23,94,89,7,-0.22351882612200594,-0.3969270917778741,-0.19996600761478792,-0.09823628343428417,0,0,0.10612183162374855,0.19755104742971266,0.2781193494335773,0.3676864724716581,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,8,0,0,1,20,0,20,1,20,15,23,30,23,35,23,37
11,5961.0,243,223,4,195,190,4,1.2681318091792282,0.012753178145034964,-0.7655947949651499,1.140554526372521,0,0,-0.7855947912497238,-0.8486731579130812,-0.7984879908480003,-0.7941217486426446,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,2.1743129016011085,2024,9,20,4,0,2,11,51,13,12,13,30,14,29,13,21,14,32
4,2259.0,163,184,7,17,17,42,-0.4845576872997219,0.012753178145034964,1.0726987639235268,-0.25981769340908484,0,0,0.4628084807731375,0.6243003943458523,0.5331052984476351,0.2622197319382271,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,7,2,0,3,11,45,11,32,11,50,13,23,13,46,13,39
13,1901.0,68,61,42,205,199,2,-0.3353926237695985,-0.9090274291815105,-0.19996600761478792,-0.3854921233894854,0,0,0.17471541799863105,0.12872050760452886,0.2781193494335773,0.06970107858355162,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,1,0,0,3,18,0,17,55,18,4,19,19,19,40,19,26
12,1309.0,257,232,7,86,184,28,-0.3540382567108639,-0.0896668893356923,-0.19996600761478792,-0.24186420341188478,0,0,0.394214894398255,0.4728732067304479,0.5189394123912986,0.329182741800723,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,15,0,0,1,6,0,5,54,6,11,8,43,8,56,8,50
11,3467.0,241,236,48,182,176,4,-0.3167469908283331,0.5248535155486713,-0.7655947949651499,-0.2777711834062849,0,0,-0.05850277567596942,-0.03647278797591226,-0.03353014380582674,-0.14625462822299742,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,10,0,0,1,10,55,10,51,11,14,13,7,13,18,13,10
1,635.0,193,50,11,94,89,7,0.6341802891762037,0.7296936505101258,0.08284838606039312,0.8173917064229197,0,0,0.586276936247926,0.7481953660311831,0.6605982729546641,0.5769458782919575,-0.14611797876824387,-0.06894253228977358,1.699277129706863,-0.023245306255910498,0.5634395247980309,2024,12,29,6,1,0,12,13,13,0,13,25,17,7,16,23,17,16
2,597.0,193,50,11,244,228,4,-0.03706249670935168,2.1635745952403074,0.5070699765731647,0.6199033164537189,0,0,1.8209614909958107,2.331297782010411,2.0488551064756457,1.6885318420093882,-0.14611797876824387,-0.06894253228977358,1.7623623413734446,-0.023245306255910498,0.16072118059726168,2024,8,13,1,0,2,18,20,18,31,19,10,21,30,21,0,21,42
10,5353.0,208,189,7,56,48,31,-0.27945572494580223,-0.7041872942200559,0.6484771734107552,-0.18800373342028456,0,0,-0.5798140321250763,-0.5182865667521989,-0.5010043836649328,-0.5848623428223452,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,9,0,0,0,7,26,7,24,7,35,9,55,10,11,10,8
12,1401.0,18,18,42,244,228,4,-0.3353926237695985,-0.6017672267393286,-0.0585588107771974,-0.3854921233894854,0,0,1.2859315172717274,1.2437752527725066,1.3688925757714914,1.115998107685049,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,24,6,1,0,19,48,19,43,19,55,21,27,21,49,21,35
